1.3331	3.1273
1.5096	3.0690
2.2806	3.9176
2.4293	4.1101
4.8535	6.6813
5.0262	6.6435
6.8319	9.2798
7.8957	9.9373
8.4883	10.0460
9.0407	10.5256
11.5040	13.1457
13.3666	15.0028
13.8205	16.4114
14.2731	18.5377
14.6104	19.4328
14.7963	19.6680
15.1447	20.1619
15.2101	20.3255
15.2899	20.3763
15.4187	20.3524
15.4572	20.5835
15.7064	20.6850
16.4099	20.8470
17.8416	21.5033
21.6455	23.1442
22.2872	23.8939
23.0036	24.6277
23.2531	24.8048
23.8259	25.7753
23.9620	26.0106
24.1571	26.1409
25.3740	27.0222
25.8471	27.4070
26.2728	28.1597
27.5246	30.8403
27.5500	30.7309
28.4289	32.8316
28.7083	33.1655
29.2766	33.7248
29.5008	33.9287
29.7202	34.0871
29.7817	33.9344
30.0494	34.0092
30.2677	34.1540
32.3836	34.6510
33.1187	35.0499
34.1317	36.4715
34.5077	36.7131
34.9206	36.7557
35.4608	36.9507
37.5995	40.7956
37.6805	40.8918
38.1634	41.2488
38.3575	41.2397
38.5683	41.3085
39.8759	42.0086
40.3201	43.0676
40.4168	43.3769
40.5063	43.4195
40.5187	43.4061
41.2719	43.6704
42.7179	44.6027
42.8179	45.0912
43.5348	46.0360
44.0119	46.5462
44.0706	46.6086
44.5046	47.1649
44.9092	47.8692
45.0672	47.9685
45.9112	48.2085
48.0347	49.6624
48.2652	49.9070
50.0889	51.9090
50.5402	52.2215
50.9525	52.6392
51.6075	53.4170
51.7250	53.6477
53.2630	54.8871
53.4138	55.1973
53.8664	55.8476
54.1804	55.9281
54.9937	56.5730
55.1377	56.9060
55.6348	57.2035
59.3160	61.1644
59.3889	61.0954
60.5504	62.5165
61.0924	62.6008
61.9534	63.8460
62.6337	64.1529
62.8851	64.4372
63.1605	64.9388
63.1933	64.9168
63.8397	65.5324
63.9495	65.6183
64.3086	66.3228
64.3308	66.2959
64.6281	66.5338
65.7680	67.3647
66.0891	67.9175
66.0932	68.0451
66.3143	68.8586
66.8354	69.4249
67.8072	69.7530
68.8220	70.6847
68.9096	70.9254
69.1455	70.8447
71.0969	73.6408
71.1036	73.6554
72.3111	75.2561
72.4866	75.4270
72.8575	75.6375
73.0783	75.7591
73.8602	76.3160
74.2156	76.7768
74.4099	76.6500
75.4486	77.0843
77.7946	79.2851
78.2343	80.0866
78.4189	80.1297
79.0210	80.8584
79.1375	81.2709
80.6050	82.5659
80.8849	83.5132
80.9316	83.8954
80.9723	83.8032
81.2884	84.5125
81.3080	84.3395
81.5421	84.7322
82.1006	85.7475
82.1508	85.7784
82.6972	86.2808
82.7621	86.2872
82.9462	86.5409
83.9803	86.4425
85.3534	88.1407
85.3579	88.1623
86.0017	88.5627
86.2368	88.7452
87.8064	89.7122
88.0228	90.0459
88.2475	89.9124
89.7105	91.6435
89.8953	92.1096
90.1121	92.9340
90.3093	93.1861
