0.7773	2.4775
1.3600	3.1284
1.6758	3.5210
1.7749	3.6862
3.3114	5.2946
3.9471	5.9829
4.0310	6.7801
4.5312	7.8158
4.7418	7.9283
5.3852	8.0124
6.6437	8.6082
6.9379	8.7105
7.7327	9.2166
8.4546	10.0614
10.4429	12.2151
10.7502	12.4041
11.1423	13.0066
11.2296	13.1563
11.5727	13.5302
12.5317	14.3768
14.1264	15.9002
15.8337	17.7692
15.8347	17.7120
17.0184	18.7210
17.6769	19.3630
18.5462	20.6746
18.6204	20.5667
19.1992	21.4083
19.2839	21.3788
21.4740	25.0015
21.8326	26.2312
21.9636	26.5092
22.2689	26.9744
22.6447	27.2685
23.3648	27.6051
24.5227	28.4210
24.6602	28.5073
24.7038	28.6578
25.3529	28.9135
26.0742	29.6054
26.2242	29.6890
26.4768	29.8712
27.5682	30.1353
28.7030	31.0801
28.8479	31.1469
29.2182	31.4734
29.2250	31.4833
29.5242	31.4584
31.2677	32.9668
31.6878	33.5003
32.0978	34.3536
32.5978	34.6926
34.2304	35.7600
35.1256	36.5723
36.2471	37.8075
38.7724	40.5306
40.4605	42.4506
41.9110	43.6439
41.9940	44.1831
42.1862	44.2893
43.4045	44.9769
43.6748	45.1805
45.4255	47.5173
45.8801	48.0544
46.3025	48.1934
47.6449	50.0057
47.8479	49.9873
48.5650	50.7500
48.7849	50.9607
48.9551	51.1543
50.6809	52.5669
51.5326	53.2197
52.1152	54.0694
53.1539	54.6594
54.2672	56.2109
55.1861	57.2718
55.3946	58.1959
55.5458	58.6650
55.7042	58.7950
55.8058	59.1133
56.9626	59.5412
57.3906	59.5846
59.3421	61.2016
59.9692	61.5405
60.3879	61.8909
60.8098	62.7165
60.8155	62.8385
60.8819	62.8736
63.3310	65.1863
63.3936	65.1934
63.9718	65.5696
64.5361	66.0824
64.8693	66.5412
65.0629	68.0480
65.1352	68.1855
66.5044	70.0852
66.7587	70.1193
66.9417	70.4247
67.2453	70.6555
67.7561	71.0180
69.6714	71.4959
70.3004	71.9164
70.3657	72.2128
70.5719	72.1372
70.9024	72.6184
71.1949	72.8528
71.5858	73.2013
73.3074	75.2636
73.7647	75.5920
73.9855	76.1684
74.0603	76.2840
74.1868	76.5183
74.4544	76.4584
76.0919	77.5749
76.6522	78.5030
76.6784	78.4796
77.7644	79.4210
79.2039	80.9999
79.3345	81.5818
79.4034	81.6119
79.4270	81.7349
81.1941	83.3497
81.5331	83.3881
81.8889	84.0926
82.2940	84.5098
83.9998	85.6458
86.4295	88.0892
87.3600	89.8662
87.5474	90.3479
87.9626	90.8625
88.9673	91.7999
89.0078	91.6812
89.5972	91.9808
90.0314	92.0284
92.5772	94.4761
92.8742	95.0161
93.0620	95.2732
95.1525	96.6495
95.5909	97.2295
97.0993	98.7776
97.6324	99.5225
99.3400	101.1029
99.5127	101.4748
99.7032	101.8121
101.0400	102.7836
101.5151	103.3120
101.5288	103.4336
101.9687	103.8106
102.4076	104.3466
102.4398	104.3350
102.8434	104.6533
103.1934	105.4410
103.4040	105.8031
103.8537	106.0969
106.0162	107.8252
106.0828	107.8475
106.9417	108.6552
107.6759	109.1448
108.1031	109.7054
108.3309	109.8194
108.7038	110.7781
108.7297	110.7750
108.9497	111.0332
109.0280	111.1288
109.3194	111.8366
109.8458	113.0938
110.2764	113.2773
110.6605	113.7080
110.7093	113.7287
110.9221	113.8806
111.2170	114.0707
112.3781	115.0032
112.8106	115.7111
113.3804	115.9646
113.5320	115.9247
115.3468	117.1896
116.7175	118.3220
118.1043	120.2487
118.3310	120.3420
119.0712	121.3202
119.4033	122.1467
119.4109	122.1347
119.4668	122.4096
119.9263	122.6397
120.7323	122.7630
120.9067	122.7867
122.7721	124.4996
123.1202	125.2708
124.7008	126.3634
125.8737	127.5560
126.8644	128.5223
127.7866	129.8818
127.7937	129.8880
128.1406	130.0219
129.4994	131.5238
129.5894	131.5174
130.5556	132.4645
130.8439	132.9810
130.9862	132.9286
131.8011	133.3335
131.9738	133.8355
134.7981	137.2824
134.9268	137.5840
135.9277	138.4394
137.8229	139.4984
138.7086	140.3382
140.0697	141.6693
140.5163	142.0548
141.1037	142.6466
142.6791	144.3982
143.5267	145.3291
144.4505	146.5205
144.4826	146.4286
144.7139	146.7676
144.8585	146.8429
145.3090	147.2756
145.7944	148.5182
146.2267	149.1902
146.8001	149.4457
147.8341	150.1457
148.2220	150.1896
150.5658	152.1142
152.2922	153.7706
152.6757	154.3582
152.7924	154.5034
154.4643	156.4093
156.3225	158.0940
156.7574	158.3957
157.2933	159.0914
157.6232	159.6402
157.8094	159.7381
160.1113	161.7469
160.3375	162.0468
161.8980	163.4132
162.3512	163.7940
162.6787	164.5582
162.7632	164.7104
162.8724	164.7009
163.4736	165.3614
164.0475	166.6407
164.3886	166.5804
165.7197	167.3398
166.0810	167.6284
166.3858	167.8548
166.6482	168.2140
168.5793	170.4270
168.6295	170.5200
168.7948	170.7402
169.9544	171.7920
169.9707	171.8843
171.0923	172.6402
171.2317	172.9659
171.3654	173.0908
171.9504	173.5976
172.5612	174.4167
172.7209	174.7747
173.5337	175.4964
174.4443	176.5589
175.2556	176.9053
175.5918	177.4715
176.1090	177.9076
176.2769	178.1204
178.3090	180.0402
178.6005	180.5178
178.6723	180.5646
180.8256	182.5596
181.1174	182.8323
181.7352	183.7942
182.0055	184.1604
182.3045	184.3059
183.0270	184.5808
183.3242	185.0803
183.5032	185.4910
183.7653	186.0655
184.6392	186.9967
185.0596	187.3842
186.3112	188.5640
186.4315	189.2488
186.6348	189.6635
186.9917	190.2293
187.1935	190.3913
187.2384	190.5816
187.9010	190.6033
188.1318	190.7752
189.5870	191.7881
190.3604	193.5568
190.4964	193.7607
190.6117	193.7548
191.6939	194.2931
192.3568	194.7802
192.6414	194.9296
193.1446	195.0429
194.6217	196.1639
195.0214	196.6259
195.1965	196.9784
195.5033	198.4378
195.5456	198.4020
195.7833	198.6974
196.2234	198.8724
196.5100	199.1673
196.7849	199.4112
197.3341	199.6538
200.3775	202.2804
200.7853	202.3591
201.7615	203.3927
202.6101	204.2952
204.0860	205.7558
204.7354	207.4722
204.9917	207.5926
206.1296	207.8103
207.5060	209.5162
208.7426	210.2998
211.9366	213.7785
212.2334	214.3751
212.5229	214.3575
214.3131	216.0033
214.9256	216.6367
215.1125	216.6243
215.6003	217.2210
215.7190	217.2933
216.2029	218.2226
216.2405	218.2798
216.3421	218.5285
216.4786	218.4652
217.0838	218.6554
218.0348	220.5400
218.4034	220.6521
219.0291	220.6460
219.3348	220.8098
219.8477	221.9395
219.9393	222.0554
221.2812	222.7253
224.2033	226.2945
224.7032	226.3311
225.1832	226.7406
225.6193	227.2524
226.0097	227.7790
226.4583	228.3288
226.6610	228.5117
227.1833	228.8301
227.8513	229.6989
227.9013	229.6162
229.5664	231.1189
230.2079	232.5966
230.5086	233.0106
231.0976	233.1020
231.6885	233.5314
231.8586	233.5918
232.1868	235.6265
232.3134	236.2099
232.4808	236.5545
232.5335	236.7578
233.0403	237.6105
233.1770	237.5452
233.9149	238.3235
235.1239	239.2455
235.2591	239.5346
235.3208	239.4372
235.4049	239.6297
237.5988	241.1644
237.6398	241.1783
238.6687	241.5390
